budget,genre,id,original_language,popularity,revenue,runtime,title,vote_average,vote_count,Main_Actor,Popularity_Actor,Main_Actress,Popularity_Actress,Director,Popularity_Director,release_year,release_month,release_day
22000000,Comedy,614939,en,18.448,14800000,115,Bros,6.892,411,Billy Eichner,16.577,Ts Madison,4.485,Nicholas Stoller,12.446,2022,9,30
33000000,Horror,8843,en,18.442,104155843,107,The Cell,6.266,1419,Jennifer Lopez,12.818,Jennifer Lopez,12.818,Tarsem Singh,4.469,2000,8,17
80000000,Science Fiction,10153,en,18.436,37020277,134,Sphere,6.092,1479,Dustin Hoffman,27.33,Sharon Stone,22.776,Barry Levinson,5.267,1998,2,13
15000000,Action,10135,en,18.435,30050028,114,Road House,6.6,979,Patrick Swayze,31.937,Kelly Lynch,14.057,Rowdy Herrington,4.301,1989,5,19
35000000,Comedy,22949,en,18.434,96753696,88,Old Dogs,5.509,681,John Travolta,36.781,Kelly Preston,15.129,Walt Becker,2.568,2009,11,24
7838798,War,477428,cs,18.433,659535,169,The Painted Bird,7.188,125,Petr Kotlár,0.874,Nina Šunevič,0.619,Václav Marhoul,2.38,2019,9,12
16000000,Action,9556,en,18.427,48878502,95,Darkman,6.399,1206,Liam Neeson,97.057,Frances McDormand,47.421,Sam Raimi,29.261,1990,8,24
2000000,Comedy,11054,en,18.419,6671108,92,Hairspray,6.858,379,Ricki Lake,12.152,Ricki Lake,12.152,John Waters,11.305,1988,2,26
70000000,Comedy,10808,en,18.419,176104344,87,Dr. Dolittle 2,5.289,1560,Eddie Murphy,46.935,Kristen Wilson,9.203,Steve Carr,4.938,2001,6,22
3000000,Comedy,15582,en,18.413,7900000,95,Teen Wolf Too,4.056,177,Jason Bateman,39.341,Kim Darby,12.62,Christopher Leitch,4.712,1987,11,20
23000000,Drama,30596,cn,18.402,6604537,139,Bodyguards and Assassins,6.791,340,Donnie Yen,32.292,,,Teddy Chan,4.248,2009,12,18
10000000,Comedy,20178,en,18.4,295750,99,World's Greatest Dad,6.564,544,Robin Williams,35.62,Alexie Gilmore,4.925,Bobcat Goldthwait,10.028,2009,8,20
8500000,Drama,891,en,18.397,70600000,138,All the President's Men,7.665,1644,Dustin Hoffman,27.33,,,Alan J. Pakula,2.998,1976,4,9
25000000,Drama,17707,en,18.39,10115013,100,Brokedown Palace,6.379,338,Claire Danes,22.734,Claire Danes,22.734,Jonathan Kaplan,3.738,1999,8,13
5000000,Drama,284293,en,18.389,44779195,100,Still Alice,7.497,2899,Julianne Moore,28.39,Julianne Moore,28.39,Richard Glatzer,3.608,2014,12,5
50000000,Thriller,12103,en,18.382,100020092,113,Don't Say a Word,6.218,838,Michael Douglas,12.996,Brittany Murphy,29.627,Gary Fleder,3.275,2001,9,28
45000000,Comedy,384682,en,18.379,114501299,105,Office Christmas Party,5.659,1920,Jason Bateman,39.341,Olivia Munn,16.691,Josh Gordon,4.659,2016,11,25
22000000,Mystery,11092,en,18.377,221303188,127,Presumed Innocent,6.769,598,Harrison Ford,59.531,Bonnie Bedelia,22.513,Alan J. Pakula,2.998,1990,7,27
14500000,Action,2334,fr,18.367,65497208,82,Taxi 3,5.723,1391,Samy Naceri,11.853,Bai Ling,23.442,Gérard Krawczyk,2.587,2003,1,29
100000000,Comedy,7552,en,18.363,202026112,90,Fun with Dick and Jane,6.2,2232,Jim Carrey,35.045,Téa Leoni,39.928,Dean Parisot,4.746,2005,12,21
15000000,Drama,9829,en,18.362,76286096,111,United 93,7.123,1363,J.J. Johnson,0.65,Polly Adams,7.377,Paul Greengrass,10.186,2006,4,28
1700000,Science Fiction,670428,en,18.352,95384,95,Psycho Goreman,6,309,Nita-Josee Hanna,1.723,Nita-Josee Hanna,1.723,Steven Kostanski,3.884,2020,10,29
46000000,Crime,9411,en,18.352,25232289,124,Fallen,6.781,1281,Denzel Washington,61.815,Embeth Davidtz,19.607,Gregory Hoblit,6.143,1998,1,16
29000000,Crime,438808,en,18.348,26000000,111,White Boy Rick,6.335,974,Richie Merritt,4.245,Jennifer Jason Leigh,41.905,Yann Demange,2.265,2018,9,14
4500000,Crime,641,en,18.344,7400000,102,Requiem for a Dream,8.026,9274,Ellen Burstyn,18.371,Ellen Burstyn,18.371,Darren Aronofsky,11.612,2000,10,6
20000000,Animation,12819,en,18.343,50500000,88,Alpha and Omega,5.926,484,Justin Long,23.964,Hayden Panettiere,25.927,Ben Gluck,2.54,2010,9,16
6800000,Horror,10766,en,18.343,26518355,107,Damien: Omen II,6.4,617,William Holden,17.196,Lee Grant,11.744,Don Taylor,5.178,1978,6,9
13800000,Drama,11873,en,18.338,52293982,119,The Color of Money,6.846,1215,Paul Newman,30.591,Mary Elizabeth Mastrantonio,20.328,Martin Scorsese,28.637,1986,10,17
100000000,Adventure,18162,en,18.325,68688831,102,Land of the Lost,5.426,1211,Will Ferrell,27.568,Anna Friel,13.642,Brad Silberling,3.564,2009,6,5
30000000,Drama,49009,en,18.324,24172201,133,The Way Back,6.983,1424,Jim Sturgess,12.374,Saoirse Ronan,22.06,Peter Weir,12.964,2010,11,22
8000000,Comedy,14370,en,18.317,12952019,106,Real Genius,6.669,384,Val Kilmer,32.606,Michelle Meyrink,7.04,Martha Coolidge,5.215,1985,8,7
4500000,Adventure,10339,en,18.316,10400000,116,Moby Dick,6.976,359,Gregory Peck,24.75,,,John Huston,13.236,1956,6,27
30000000,Action,11702,en,18.315,19200000,87,The Replacement Killers,6.185,448,Chow Yun-fat,21.619,Mira Sorvino,20.336,Antoine Fuqua,13.732,1998,2,6
45000000,Adventure,9826,en,18.314,17300889,100,The Phantom,5.217,518,Billy Zane,46.924,Kristy Swanson,17.697,Simon Wincer,3.982,1996,6,6
11000000,Comedy,9942,en,18.309,75000000,107,Major League,6.899,701,Tom Berenger,27.184,Margaret Whitton,4.09,David S. Ward,1.633,1989,2,16
38000000,Animation,504827,en,18.304,34148750,102,The Bob's Burgers Movie,6.983,260,H. Jon Benjamin,13.434,Kristen Schaal,12.404,Loren Bouchard,12.036,2022,5,26
55000000,Action,8195,en,18.303,70692101,122,Ronin,6.949,2155,Robert De Niro,27.946,Natascha McElhone,22.601,John Frankenheimer,5.435,1998,9,25
18000000,Drama,716612,en,18.3,14000000,117,Spencer,6.864,1493,Kristen Stewart,38.036,Kristen Stewart,38.036,Pablo Larraín,4.664,2021,11,4
20000000,History,273895,en,18.3,66787908,127,Selma,7.401,2096,David Oyelowo,21.633,Carmen Ejogo,32.081,Ava DuVernay,8.262,2014,12,25
27000000,Thriller,9437,en,18.3,60527873,115,Kiss the Girls,6.494,1380,Morgan Freeman,107.374,Ashley Judd,32.334,Gary Fleder,3.275,1997,9,29
2500000,Horror,435615,en,18.299,911000,104,Possessor,6.372,751,Andrea Riseborough,20.352,Andrea Riseborough,20.352,Brandon Cronenberg,4.551,2020,10,2
5600000,Thriller,10664,es,18.297,18469680,84,[REC]²,6.604,1839,Jonathan D. Mellor,3.877,,,Jaume Balagueró,4.677,2009,9,15
20000000,Action,13022,en,18.294,4609644,99,Rogue,6.39,624,Radha Mitchell,24.122,Radha Mitchell,24.122,Greg McLean,2.916,2007,11,8
48000000,Comedy,11091,en,18.292,35743308,132,Riding in Cars with Boys,6.776,419,Drew Barrymore,50.107,Drew Barrymore,50.107,Penny Marshall,3.564,2001,10,19
5000000,Drama,17339,en,18.291,7230000,114,Force 10 from Navarone,6.2,262,Robert Shaw,13.438,Barbara Bach,9.301,Guy Hamilton,3.884,1978,8,16
25300000,History,399121,fr,18.284,18878646,132,An Officer and a Spy,7.085,1409,Jean Dujardin,22.487,Emmanuelle Seigner,18.665,Roman Polanski,9.725,2019,9,30
25000000,Romance,1934,en,18.283,289317794,123,Shakespeare in Love,6.871,2839,Joseph Fiennes,21.368,Gwyneth Paltrow,20.928,John Madden,4.491,1998,12,11
5000000,Comedy,9012,en,18.276,64282312,88,Jackass: The Movie,6.304,1450,Johnny Knoxville,23.083,,,Jeff Tremaine,4.865,2002,10,25
107000000,Drama,8489,en,18.276,87713825,157,Ali,6.766,1570,Will Smith,41.148,,,Michael Mann,13.78,2001,12,10
60000000,Adventure,2312,en,18.267,13100000,127,In the Name of the King: A Dungeon Siege Tale,4.699,759,Jason Statham,143.451,Leelee Sobieski,27.139,Uwe Boll,10.465,2007,11,29
15000000,Comedy,586,en,18.262,64256513,97,Wag the Dog,6.955,841,Dustin Hoffman,27.33,Anne Heche,23.777,Barry Levinson,5.267,1997,12,25
46000000,Action,1647,en,18.245,101191884,115,The Recruit,6.35,1592,Colin Farrell,38.993,Bridget Moynahan,23.482,Roger Donaldson,11.496,2003,1,31
11000000,Comedy,445629,en,18.237,39055536,108,Fighting with My Family,6.858,1576,Florence Pugh,95.978,Florence Pugh,95.978,Stephen Merchant,6.39,2019,2,14
50000000,Drama,10533,en,18.234,10382407,135,The Scarlet Letter,6.02,423,Demi Moore,24.819,Demi Moore,24.819,Roland Joffé,5.57,1995,10,13
22000000,Thriller,38985,en,18.233,9000000,121,Sorcerer,7.4,442,Roy Scheider,12.2,,,William Friedkin,6.393,1977,6,24
75000000,Action,8834,en,18.227,136982834,135,Conspiracy Theory,6.605,1326,Mel Gibson,79.721,Julia Roberts,27.725,Richard Donner,6.481,1997,8,8
2033000,Adventure,10907,en,18.223,3981000,102,The Adventures of Robin Hood,7.46,673,Errol Flynn,22.858,Olivia de Havilland,8.694,Michael Curtiz,10.266,1938,5,13
2500000,Science Fiction,84329,en,18.222,3325038,85,Robot & Frank,6.919,999,Frank Langella,17.38,Liv Tyler,26.959,Jake Schreier,7.873,2012,8,16
15000000,Comedy,86838,en,18.221,33035736,110,Seven Psychopaths,6.811,3641,Colin Farrell,38.993,Olga Kurylenko,29.85,Martin McDonagh,6.394,2012,10,12
50000000,Comedy,10393,en,18.219,50054511,118,The Replacements,6.634,846,Keanu Reeves,83.73,Brooke Langton,14.849,Howard Deutch,8.131,2000,8,11
11000000,Thriller,373314,en,18.217,2049761,106,Misconduct,5.646,524,Josh Duhamel,20.741,Alice Eve,23.898,Shintaro Shimosawa,5.07,2016,2,5
40000000,History,402529,en,18.214,44922302,139,All Eyez on Me,6.702,1115,Demetrius Shipp Jr.,3.433,Danai Gurira,12.08,Benny Boom,5.491,2017,6,12
7500000,Comedy,9494,en,18.213,296999813,93,Look Who's Talking,6.273,2155,Kirstie Alley,11.152,Kirstie Alley,11.152,Amy Heckerling,10.664,1989,10,12
1000000,Action,12500,en,18.21,10499694,95,American Ninja,5.933,380,Michael Dudikoff,6.803,Judie Aronson,8.18,Sam Firstenberg,4.802,1985,8,30
15000000,Drama,7874,en,18.205,10907485,116,Black Snake Moan,6.857,811,Christina Ricci,63.44,Christina Ricci,63.44,Craig Brewer,2.538,2006,12,31
4000000,Adventure,161822,ja,18.204,14800000,97,Doraemon: Nobita and the Tin Labyrinth,7.4,36,Noriko Ohara,7.583,Noriko Ohara,7.583,Tsutomu Shibayama,9.397,1993,3,6
35000000,Western,35588,en,18.199,18635620,115,Geronimo: An American Legend,6.26,230,Jason Patric,13.882,,,Walter Hill,6.064,1993,12,10
4000000,Comedy,4808,en,18.187,13475000,113,Charade,7.689,1251,Cary Grant,9.131,Audrey Hepburn,22.544,Stanley Donen,6.254,1963,12,5
60000000,Romance,58244,en,18.183,22187813,104,Upside Down,6.269,2357,Kirsten Dunst,36.159,Kirsten Dunst,36.159,Juan Diego Solanas,0.84,2012,9,27
60000000,Adventure,6278,en,18.172,82150183,101,Reign of Fire,6.166,2066,Christian Bale,38.311,Izabella Scorupco,25.263,Rob Bowman,7.545,2002,7,9
10000000,Comedy,11546,en,18.17,126247,83,Police Academy: Mission to Moscow,4.557,776,George Gaynes,10.359,Leslie Easterbrook,18.517,Alan Metter,1.946,1994,6,9
6045750,Horror,420648,es,18.169,3662671,102,The Bar,6.316,1235,Blanca Suárez,8.039,Blanca Suárez,8.039,Álex de la Iglesia,2.535,2017,2,15
5500000,Crime,11524,en,18.169,11492915,123,Thief,7.149,579,James Caan,20.065,Tuesday Weld,8.062,Michael Mann,13.78,1981,3,27
50000000,Action,10782,en,18.146,42792561,98,Basic,6.515,953,John Travolta,36.781,Connie Nielsen,33.217,John McTiernan,7.566,2003,4,18
70000000,Drama,1125,en,18.145,154937680,134,Dreamgirls,6.8,931,Jamie Foxx,36.978,Beyoncé,5.393,Bill Condon,4.825,2006,12,25
36000000,Drama,1630,en,18.144,20300385,130,The People vs. Larry Flynt,6.945,1009,Woody Harrelson,33.933,Courtney Love,3.093,Miloš Forman,6.336,1996,12,25
67000000,Action,9703,en,18.141,25303038,102,The Last Legion,5.612,752,Colin Firth,24.876,Aishwarya Rai Bachchan,10.201,Doug Lefler,4.058,2007,4,19
16000000,Drama,301875,en,18.134,2084628,102,Equals,6.137,1303,Nicholas Hoult,68.956,Kristen Stewart,38.036,Drake Doremus,2.607,2015,7,15
2200000,Horror,39874,en,18.133,5672031,90,My Bloody Valentine,6.467,422,Paul Kelman,0.926,Lori Hallier,8.299,George Mihalka,3.566,1981,2,11
1000000,Romance,488,en,18.129,10750000,105,The African Queen,7.3,868,Humphrey Bogart,10.443,Katharine Hepburn,7.328,John Huston,13.236,1952,1,7
50000000,Action,316152,en,18.128,25035950,140,Free State of Jones,6.711,1372,Matthew McConaughey,56.573,Gugu Mbatha-Raw,29.396,Gary Ross,9.99,2016,6,24
2500000,Drama,94901,en,18.128,8315,102,About Cherry,4.541,266,Ashley Grace,5.2,Ashley Grace,5.2,Stephen Elliott,1.4,2012,2,14
11900000,Family,780382,en,18.126,15300000,99,The Wolf and the Lion,7.5,370,Molly Kunz,28.153,Molly Kunz,28.153,Gilles de Maistre,3.982,2021,10,13
3100000,Adventure,11943,en,18.117,44700000,108,Jeremiah Johnson,7.29,540,Robert Redford,35.859,Delle Bolton,3.431,Sydney Pollack,7.239,1972,9,10
25000000,Thriller,30618,en,18.116,129706,118,Bunraku,5.85,283,Josh Hartnett,45.759,Demi Moore,24.819,Guy Moshe,2.688,2010,9,1
25000000,Fantasy,227707,en,18.105,6399,99,The Adventurer: The Curse of the Midas Box,5.6,210,Aneurin Barnard,11.323,Lena Headey,87.452,Jonathan Newman,1.96,2013,12,5
4000000,Drama,10997,zh,18.098,6400000,171,Farewell My Concubine,7.92,505,Leslie Cheung,18.686,Gong Li,28.276,Chen Kaige,4.633,1993,1,1
25000000,Comedy,11419,en,18.097,36400360,93,Vegas Vacation,6.066,572,Chevy Chase,20.847,Randy Quaid,33.63,Stephen Kessler,1.4,1997,2,13
2000000,Crime,10633,en,18.091,27379978,109,In the Heat of the Night,7.655,947,Sidney Poitier,12.956,Lee Grant,11.744,Norman Jewison,3.699,1967,8,2
12500000,Thriller,82390,en,18.086,1353868,107,The Paperboy,5.55,695,Zac Efron,28.487,Nicole Kidman,49.672,Lee Daniels,7.137,2012,9,14
31000000,Science Fiction,10559,en,18.086,68106245,118,Frequency,7.224,1607,Dennis Quaid,35.88,Elizabeth Mitchell,46.16,Gregory Hoblit,6.143,2000,4,28
5000000,Horror,16235,en,18.084,12500000,104,Amityville II: The Possession,5.67,314,James Olson,3.735,Rutanya Alda,3.839,Damiano Damiani,7.849,1982,9,24
6500000,Drama,11034,en,18.075,26533200,144,The Great Gatsby,6.303,431,Robert Redford,35.859,Mia Farrow,22.381,Jack Clayton,4.131,1974,3,27
20000000,Horror,19904,en,18.073,31198531,101,The Stepfather,5.8,806,Penn Badgley,16.399,Sela Ward,11.368,Nelson McCormick,3.42,2009,10,16
35000000,Action,37498,en,18.071,44000000,91,Knock Off,5.316,323,Jean-Claude Van Damme,43.109,Lela Rochon,5.775,Tsui Hark,7.797,1998,9,4
6000000,Drama,12163,en,18.066,44734660,109,The Wrestler,7.532,3381,Mickey Rourke,22.54,Marisa Tomei,31.574,Darren Aronofsky,11.612,2008,9,7
25000000,Comedy,14013,en,18.064,7027290,103,BASEketball,6.093,520,Trey Parker,12.499,Yasmine Bleeth,12.127,David Zucker,18.617,1998,7,28
9100000,Comedy,8079,hi,18.063,37707444,162,Om Shanti Om,7.036,322,Shah Rukh Khan,34.243,Deepika Padukone,27.62,Farah Khan,5.4,2007,11,7
45000000,Crime,11081,en,18.06,65470529,103,Taking Lives,6.372,1473,Angelina Jolie,30.298,Angelina Jolie,30.298,D. J. Caruso,4.316,2004,3,19
1000000,Horror,93856,en,18.059,38390020,88,Chernobyl Diaries,5.243,1479,Jesse McCartney,16.094,Devin Kelley,3.762,Bradley Parker,4.511,2012,5,24
23030000,Comedy,10353,fr,18.057,66000000,118,The Visitors II: The Corridors of Time,6.031,915,Christian Clavier,15.009,Muriel Robin,6.437,Jean-Marie Poiré,2.544,1998,2,11
40000000,Thriller,1213,en,18.057,128798265,139,The Talented Mr. Ripley,7.18,3286,Matt Damon,74.897,Gwyneth Paltrow,20.928,Anthony Minghella,3.235,1999,12,25
587211,Comedy,119738,en,18.038,587211,94,Thunderstruck,6.106,221,Kevin Durant,10.197,,,John Whitesell,2.673,2012,8,24
25000000,History,411728,en,18.035,4957273,124,The Professor and the Madman,7.162,1072,Mel Gibson,79.721,Natalie Dormer,37.963,Farhad Safinia,3.77,2019,3,7
5000000,Action,42661,en,18.034,20311,115,The Vikings,7.043,281,Kirk Douglas,13.414,Janet Leigh,23.692,Richard Fleischer,5.685,1958,6,11
230000,Horror,12262,en,18.034,25000000,90,The Hills Have Eyes,6.173,802,Martin Speer,3.942,Virginia Vincent,7.739,Wes Craven,10.58,1977,7,22
5000000,Family,36819,en,18.031,42365581,116,Time Bandits,6.605,903,Craig Warnock,0.84,,,Terry Gilliam,14.61,1981,7,13
18000000,Romance,302688,en,18.028,90632641,94,My Big Fat Greek Wedding 2,5.973,938,Nia Vardalos,8.91,Nia Vardalos,8.91,Kirk Jones,3.091,2016,3,23
2000000,Fantasy,167810,en,18.024,45431,95,Lost River,5.766,559,Christina Hendricks,35.497,Christina Hendricks,35.497,Ryan Gosling,51.942,2015,4,8
4000000,Family,472553,en,18.007,231719,96,Zoo,6.653,95,Art Parkinson,9.601,Emily Flain,2.519,Colin McIvor,1.96,2018,6,8
5000000,Science Fiction,455551,en,18.002,1319566,91,The Recall,4.552,319,Wesley Snipes,27.639,Laura Bilgeri,2.303,Mauro Borrelli,1.759,2017,6,2
22000000,Drama,10950,en,18.002,92542418,132,I Am Sam,7.57,2128,Sean Penn,16.974,Michelle Pfeiffer,27.668,Jessie Nelson,3.769,2001,12,28
6000000,Comedy,85038,it,18.001,35000000,105,Welcome to the North,5.776,1258,Alessandro Siani,3.524,Angela Finocchiaro,2.903,Luca Miniero,2.833,2012,1,18
7000000,Drama,11051,en,17.997,8400000,163,The Last Temptation of Christ,7.195,943,Willem Dafoe,42.419,Verna Bloom,7.65,Martin Scorsese,28.637,1988,5,28
32000000,Drama,2637,en,17.997,55305279,119,The Mothman Prophecies,6.178,1014,Richard Gere,43.337,Laura Linney,31.163,Mark Pellington,16.409,2002,1,25
14000000,Adventure,9396,en,17.993,239606210,110,Crocodile Dundee II,5.818,1009,Paul Hogan,18.206,Linda Kozlowski,7.788,John Cornell,4.849,1988,5,19
120000000,Family,7459,en,17.988,93945766,135,Speed Racer,6.3,1429,Emile Hirsch,28.785,Christina Ricci,63.44,Lilly Wachowski,8.751,2008,5,7
40000000,Crime,13536,en,17.983,22433915,108,City by the Sea,5.744,314,Robert De Niro,27.946,Frances McDormand,47.421,Michael Caton-Jones,6.311,2002,9,6
20000000,Drama,41402,en,17.982,24145613,116,Let Me In,6.771,1877,Kodi Smit-McPhee,9.101,Chloë Grace Moretz,38.931,Matt Reeves,9.664,2010,10,1
18500000,Drama,318850,en,17.979,6500000,120,The Young Messiah,6.409,121,Adam Greaves-Neal,2.187,Sara Lazzaro,8.467,Cyrus Nowrasteh,2.642,2016,3,10
5000000,Crime,85889,en,17.978,9114264,97,Filth,6.86,1580,James McAvoy,23.668,Imogen Poots,29.041,Jon S. Baird,2.754,2013,9,23
30000000,Crime,42194,en,17.978,967000,92,Tekken,5.366,632,Jonathan Patrick Foo,8.806,Kelly Overton,10.519,Dwight H. Little,7.188,2010,3,20
18000000,Science Fiction,10724,en,17.978,70687344,136,Firefox,6.003,493,Clint Eastwood,50.893,,,Clint Eastwood,50.893,1982,6,18
100000,Horror,115210,en,17.975,95000,86,Stitches,6.327,387,Ross Noble,3.984,Gemma-Leah Devereux,2.966,Conor McMahon,1.289,2012,10,5
80000000,Drama,14462,en,17.975,96105964,129,The Manchurian Candidate,6.468,1405,Denzel Washington,61.815,Meryl Streep,26.325,Jonathan Demme,7.074,2004,7,30
20000000,Crime,3432,en,17.975,48443734,120,Mr. Brooks,6.904,1578,Kevin Costner,68.906,Demi Moore,24.819,Bruce A. Evans,4.093,2007,6,1
1200000,Thriller,574,en,17.967,11300000,120,The Man Who Knew Too Much,7.466,1248,James Stewart,14.279,Doris Day,12.211,Alfred Hitchcock,31.991,1956,5,16
5210000,Crime,348668,da,17.966,5900000,108,A Conspiracy of Faith,7,523,Nikolaj Lie Kaas,11.939,Amanda Collin,9.531,Hans Petter Moland,4.778,2016,3,3
37000000,Action,299824,zh,17.955,278300000,127,Mojin: The Lost Legend,6.26,206,Chen Kun,9.881,Shu Qi,28.371,Wuershan,2.546,2015,12,18
27000000,Mystery,16617,en,17.942,21148829,106,Mindhunters,6.447,1076,Kathryn Morris,20.866,Kathryn Morris,20.866,Renny Harlin,9.089,2004,5,7
9000000,Comedy,4543,en,17.941,14949697,107,Monty Python's The Meaning of Life,7.327,1711,Terry Gilliam,14.61,,,Terry Jones,3.598,1983,3,31
30000000,Science Fiction,172,en,17.936,70200000,106,Star Trek V: The Final Frontier,5.731,1078,William Shatner,16.562,,,William Shatner,16.562,1989,6,9
14000000,Mystery,18041,en,17.935,5108820,90,Gossip,5.76,208,James Marsden,37.671,Lena Headey,87.452,Davis Guggenheim,3.998,2000,4,21
32000000,Drama,4823,en,17.93,28590665,124,Final Analysis,5.695,244,Richard Gere,43.337,Kim Basinger,16.844,Phil Joanou,1.394,1992,2,7
15000000,Adventure,559907,en,17.924,18888418,130,The Green Knight,6.58,1631,Dev Patel,18.972,Alicia Vikander,36.919,David Lowery,9.381,2021,7,29
3500000,Comedy,651,en,17.922,81600000,116,M*A*S*H,6.968,933,Donald Sutherland,45.367,Sally Kellerman,9.717,Robert Altman,10.106,1970,2,18
12000000,Crime,581526,ko,17.919,34662454,108,Deliver Us from Evil,6.8,168,Hwang Jung-min,7.455,Choi Hee-seo,3.646,Hong Won-chan,1.647,2020,8,5
1000000,Science Fiction,430231,en,17.916,956425,112,The Endless,6.322,978,Aaron Moorhead,7.369,Callie Hernandez,8.942,Aaron Moorhead,7.369,2017,11,5
10000000,Drama,417678,en,17.916,61621140,96,"Everything, Everything",7.249,3592,Amandla Stenberg,17.254,Anika Noni Rose,17.072,Stella Meghie,4.423,2017,5,18
9000000,Comedy,8764,en,17.913,20458340,90,Top Secret!,7.078,1038,Val Kilmer,32.606,Lucy Gutteridge,6.593,Jerry Zucker,4.755,1984,6,8
927262,Crime,996,en,17.896,2500000,107,Double Indemnity,8.122,1639,Fred MacMurray,12.898,Barbara Stanwyck,12.198,Billy Wilder,10.23,1944,6,14
6000000,Drama,495193,en,17.891,585333,87,Benji,6.936,282,Gabriel Bateman,15.97,Darby Camp,10.787,Brandon Camp,2.546,2018,3,16
2000000,Horror,123103,es,17.891,58510,89,Aftershock,5.111,301,Eli Roth,22.964,Andrea Osvárt,8.807,Nicolás López,0.912,2012,9,12
30000000,Drama,4105,en,17.888,134212055,125,Black Rain,6.58,972,Michael Douglas,12.996,Kate Capshaw,29.565,Ridley Scott,22.035,1989,9,22
5000000,Action,14854,en,17.882,12232628,107,Lone Wolf McQuade,6.511,311,Chuck Norris,20.824,Barbara Carrera,26.415,Steve Carver,2.12,1983,4,15
13000000,Comedy,107811,en,17.869,48065672,93,21 & Over,5.8,1444,Skylar Astin,13.912,Sarah Wright,8.612,Jon Lucas,2.526,2013,3,1
7000000,Comedy,635891,en,17.868,4717597,100,Clerks III,6.132,186,Jeff Anderson,7.69,Rosario Dawson,29.612,Kevin Smith,15.036,2022,9,4
30000000,Adventure,314095,en,17.867,8574339,141,The Lost City of Z,6.39,2655,Charlie Hunnam,33.363,Sienna Miller,18.612,James Gray,4.983,2017,3,15
5500000,Animation,339877,en,17.857,42187665,95,Loving Vincent,8,2300,Douglas Booth,10.979,Eleanor Tomlinson,17.139,DK Welchman,2.423,2017,6,22
35000000,Comedy,5516,en,17.843,76700000,104,The Ladykillers,6.122,1472,Tom Hanks,87.332,Irma P. Hall,4.845,Joel Coen,6.418,2004,3,25
19800000,Drama,239678,en,17.839,41296320,103,This Is Where I Leave You,6.584,1216,Jason Bateman,39.341,Tina Fey,23.513,Shawn Levy,20.259,2014,9,10
70000000,Thriller,11258,en,17.837,19870567,97,Hard Rain,5.789,643,Morgan Freeman,107.374,Minnie Driver,19.246,Mikael Salomon,3.222,1998,1,16
14000000,Drama,245168,en,17.834,16002420,106,Suffragette,7.261,1534,Carey Mulligan,24.184,Carey Mulligan,24.184,Sarah Gavron,2.004,2015,10,16
10000000,Horror,10984,en,17.828,16300000,96,Valentine,5.499,502,Denise Richards,46.689,Denise Richards,46.689,Jamie Blanks,3.707,2001,2,2
15000000,Thriller,288158,en,17.821,48854305,98,The Woman in Black 2: Angel of Death,5.249,968,Phoebe Fox,9.747,Phoebe Fox,9.747,Tom Harper,3.006,2014,12,30
829000,Crime,1480,en,17.82,2247500,111,Touch of Evil,7.772,1315,Charlton Heston,23.097,Janet Leigh,23.692,Orson Welles,15.445,1958,3,30
54000000,Fantasy,9327,en,17.817,128769345,95,The Nutty Professor,5.628,2713,Eddie Murphy,46.935,Jada Pinkett Smith,22.972,Tom Shadyac,6.397,1996,6,28
7000000,Horror,338676,en,17.804,2350695,110,Extinction,6.178,608,Matthew Fox,19.361,Quinn McColgan,3.651,Miguel Ángel Vivas,1.4,2015,8,7
35000000,Comedy,89492,en,17.8,88215156,134,This Is 40,5.9,2026,Paul Rudd,36.148,Leslie Mann,31.17,Judd Apatow,9.551,2012,12,20
80341000,Adventure,12289,zh,17.8,250100000,145,Red Cliff,7.149,755,Tony Leung Chiu-wai,11.112,Zhao Wei,8.371,John Woo,10.212,2008,7,10
21000000,Drama,550231,en,17.798,3215636,107,The Secret: Dare to Dream,7.316,536,Katie Holmes,38.293,Katie Holmes,38.293,Andy Tennant,1.887,2020,4,16
30000000,Action,50456,en,17.792,63782078,111,Hanna,6.58,3156,Saoirse Ronan,22.06,Saoirse Ronan,22.06,Joe Wright,6.108,2011,4,7
47000000,Adventure,5393,en,17.791,38085778,87,Happily N'Ever After,5,399,George Carlin,14.249,Sarah Michelle Gellar,16.597,Paul Bolger,1.566,2007,1,5
8933400,Science Fiction,376865,en,17.79,2133033,113,High Life,5.758,998,Robert Pattinson,44.498,Juliette Binoche,24.662,Claire Denis,3.325,2018,9,26
64400000,Comedy,11467,en,17.787,138191428,102,America's Sweethearts,5.716,760,Julia Roberts,27.725,Julia Roberts,27.725,Joe Roth,8.648,2001,7,17
8000000,Fantasy,10280,en,17.784,15315484,92,Thinner,5.9,554,Robert John Burke,13.625,Lucinda Jenney,14.003,Tom Holland,15.406,1996,10,25
10000000,Action,25602,en,17.782,194243,83,Ninja,5.896,297,Scott Adkins,25.111,Mika Hijii,7.303,Isaac Florentine,4.402,2009,10,22
52500000,Drama,824,en,17.778,179213434,128,Moulin Rouge!,7.574,4256,Nicole Kidman,49.672,Nicole Kidman,49.672,Baz Luhrmann,9.017,2001,5,24
5000000,Comedy,11959,en,17.777,6157157,97,UHF,6.666,302,"""Weird Al"" Yankovic",7.65,,,Jay Levey,3.238,1989,7,21
